Date,Region,Class,Commodity,Variety,Organic,Environment,Unit,Number of Stores,Weighted Avg Price,Low Price,High Price,% Marked Local
2011-04-01,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,175.0,2.58,2.49,2.99,
2011-04-01,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,22.0,1.7,0.99,1.99,
2011-04-01,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,71.0,0.88,0.87,0.99,
2011-04-01,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,143.0,2.98,2.98,2.98,
2011-04-01,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,541.0,1.48,0.99,1.49,
2011-04-01,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,3 lb bag,143.0,2.98,2.98,2.98,
2011-04-01,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,8.0,1.49,1.49,1.49,
2011-04-01,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,23.0,1.98,1.98,1.99,
2011-04-01,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,143.0,2.98,2.98,2.98,
2011-04-01,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,505.0,1.21,0.99,1.49,
2011-04-08,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,260.0,0.7,0.49,0.99,
2011-04-08,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,4.0,2.5,2.5,2.5,
2011-04-08,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,354.0,0.74,0.49,0.99,
2011-04-08,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,64.0,1.26,0.99,1.99,
2011-04-08,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,4.0,2.5,2.5,2.5,
2011-04-08,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,734.0,1.11,0.59,1.49,
2011-04-08,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,175.0,2.58,2.49,2.99,
2011-04-08,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,327.0,1.4,0.99,1.59,
2011-04-08,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,196.0,0.93,0.69,0.99,
2011-04-08,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,4.0,2.5,2.5,2.5,
2011-04-08,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,128.0,0.97,0.97,0.97,
2011-04-08,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,80.0,0.88,0.77,0.97,
2011-04-08,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,75.0,1.69,1.69,1.69,
2011-04-08,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,4.0,2.5,2.5,2.5,
2011-04-08,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,554.0,0.97,0.69,1.0,
2011-04-15,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,225.0,0.91,0.49,1.0,
2011-04-15,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,25.0,1.14,0.97,1.49,
2011-04-15,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,118.0,1.99,1.99,1.99,
2011-04-15,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,687.0,1.09,0.5,1.49,
2011-04-15,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,32.0,2.5,2.5,2.5,
2011-04-15,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,280.0,1.29,1.29,1.29,
2011-04-15,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,268.0,0.96,0.5,1.49,
2011-04-15,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,181.0,2.49,2.49,2.5,
2011-04-15,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,16.0,1.68,1.68,1.68,
2011-04-15,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,170.0,0.99,0.98,1.0,
2011-04-15,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,97.0,1.04,1.0,1.49,
2011-04-15,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,18.0,1.29,1.29,1.29,
2011-04-15,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,26.0,0.99,0.99,0.99,
2011-04-15,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,32.0,0.88,0.88,0.88,
2011-04-15,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,21.0,1.98,1.98,1.98,
2011-04-15,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,161.0,0.95,0.88,1.0,
2011-04-22,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,41.0,0.58,0.5,0.99,
2011-04-22,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,43.0,0.91,0.88,0.99,
2011-04-22,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,552.0,1.17,0.5,1.49,
2011-04-22,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,128.0,2.99,2.99,2.99,
2011-04-22,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,94.0,1.49,1.29,1.5,
2011-04-22,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,143.0,2.49,2.49,2.49,
2011-04-22,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,644.0,1.32,0.59,1.49,
2011-04-22,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,128.0,2.99,2.99,2.99,
2011-04-22,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,38.0,0.99,0.99,0.99,
2011-04-22,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,7.0,0.99,0.99,0.99,
2011-04-22,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,453.0,1.32,0.99,1.49,
2011-04-22,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,78.0,0.49,0.49,0.5,
2011-04-22,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,71.0,0.99,0.99,0.99,
2011-04-22,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,11.0,0.99,0.99,0.99,
2011-04-29,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,83.0,0.8,0.5,0.99,
2011-04-29,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,694.0,0.96,0.5,1.49,
2011-04-29,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,38.0,2.5,2.5,2.5,
2011-04-29,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,4.0,1.29,1.29,1.29,
2011-04-29,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,540.0,0.86,0.77,1.49,
2011-04-29,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,11.0,1.27,1.27,1.27,
2011-04-29,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,16.0,0.88,0.79,0.99,
2011-04-29,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,555.0,1.07,0.5,1.49,
2011-04-29,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,9.0,0.79,0.79,0.79,
2011-04-29,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,32.0,0.88,0.88,0.88,
2011-04-29,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,707.0,0.99,0.59,1.49,
2011-04-29,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,32.0,0.88,0.88,0.88,
2011-05-06,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,526.0,1.06,0.88,1.25,
2011-05-06,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,276.0,1.29,1.29,1.29,
2011-05-06,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,336.0,1.0,0.49,1.47,
2011-05-06,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,40.0,1.04,0.88,1.69,
2011-05-06,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,1030.0,1.41,0.5,1.49,
2011-05-06,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,8.0,1.69,1.69,1.69,
2011-05-06,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,8.0,0.89,0.89,0.89,
2011-05-06,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,154.0,1.44,1.0,1.47,
2011-05-06,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,196.0,1.21,0.49,1.47,
2011-05-06,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,14.0,0.72,0.5,0.89,
2011-05-06,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,170.0,0.92,0.77,0.99,
2011-05-13,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,339.0,0.91,0.49,0.99,
2011-05-13,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,276.0,1.29,1.29,1.29,
2011-05-13,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,670.0,0.81,0.5,0.99,
2011-05-13,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,110.0,1.06,0.99,1.49,
2011-05-13,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,160.0,1.02,0.59,1.29,
2011-05-13,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,128.0,1.29,1.29,1.29,
2011-05-13,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,451.0,0.91,0.69,1.29,
2011-05-13,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,3 lb bag,31.0,2.49,2.49,2.49,
2011-05-13,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,18.0,0.99,0.99,0.99,
2011-05-13,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,192.0,1.19,0.99,1.29,
2011-05-13,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,276.0,1.29,1.29,1.29,
2011-05-20,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,322.0,1.0,0.99,1.29,
2011-05-20,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,32.0,0.88,0.88,0.88,
2011-05-20,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,395.0,1.19,0.5,1.49,
2011-05-20,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,430.0,1.0,0.89,1.29,
2011-05-20,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,26.0,1.58,1.27,1.78,
2011-05-20,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,80.0,1.07,0.99,1.49,
2011-05-20,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,127.0,1.02,0.99,1.49,
2011-05-20,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,57.0,0.53,0.49,0.99,
2011-05-20,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,3 lb bag,8.0,1.99,1.99,1.99,
2011-05-20,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,84.0,0.96,0.59,1.29,
2011-05-20,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,38.0,0.99,0.99,0.99,
2011-05-27,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,111.0,0.81,0.5,1.29,
2011-05-27,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,38.0,0.99,0.99,0.99,
2011-05-27,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,258.0,1.14,0.5,1.5,
2011-05-27,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,52.0,1.23,0.99,1.68,
2011-05-27,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,302.0,1.48,0.79,1.49,
2011-05-27,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,304.0,1.48,0.99,1.49,
2011-05-27,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,3 lb bag,8.0,1.99,1.99,1.99,
2011-05-27,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,296.0,1.49,1.49,1.49,
2011-06-03,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,101.0,0.73,0.49,0.99,
2011-06-03,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,217.0,0.65,0.5,0.99,
2011-06-03,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,194.0,1.17,0.99,1.29,
2011-06-03,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,11.0,0.99,0.99,0.99,
2011-06-03,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,95.0,0.92,0.79,0.98,
2011-06-03,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,64.0,0.98,0.98,0.98,
2011-06-03,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,231.0,1.18,0.98,1.25,
2011-06-03,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,38.0,0.99,0.99,0.99,
2011-06-10,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,341.0,0.95,0.5,0.99,
2011-06-10,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,54.0,1.19,0.99,1.68,
2011-06-10,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,337.0,1.0,0.68,1.25,
2011-06-10,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,45.0,1.53,1.5,1.59,
2011-06-10,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,6.0,0.5,0.5,0.5,
2011-06-17,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,346.0,0.98,0.88,0.99,
2011-06-17,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,390.0,0.96,0.5,1.29,
2011-06-17,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,69.0,1.16,0.99,1.29,
2011-06-17,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,53.0,0.96,0.89,0.99,
2011-06-17,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,38.0,1.29,1.29,1.29,
2011-06-17,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,27.0,0.5,0.5,0.5,
2011-06-17,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,18.0,0.99,0.99,0.99,
2011-06-24,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,21.0,0.99,0.99,0.99,
2011-06-24,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,476.0,1.02,0.49,1.99,
2011-06-24,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,31.0,0.79,0.79,0.79,
2011-06-24,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,37.0,1.72,1.49,1.99,
2011-06-24,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,27.0,0.5,0.5,0.5,
2011-06-24,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,8.0,0.99,0.99,0.99,
2011-06-24,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,8.0,1.99,1.99,1.99,
2011-06-24,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,12.0,0.59,0.59,0.59,
2011-07-01,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,17.0,0.83,0.69,0.99,
2011-07-01,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,107.0,0.79,0.5,0.99,
2011-07-01,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,38.0,1.29,1.29,1.29,
2011-07-01,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,48.0,1.35,1.29,1.59,
2011-07-01,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,27.0,0.5,0.5,0.5,
2011-07-01,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,489.0,1.21,0.33,1.25,
2011-07-01,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,38.0,0.99,0.99,0.99,
2011-07-08,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,309.0,0.79,0.49,1.5,
2011-07-08,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,48.0,1.35,1.29,1.59,
2011-07-08,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,18.0,1.49,1.49,1.49,
2011-07-08,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,38.0,1.29,1.29,1.29,
2011-07-15,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,38.0,0.99,0.99,0.99,
2011-07-15,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,28.0,0.78,0.5,0.99,
2011-07-15,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,38.0,1.49,1.49,1.49,
2011-07-15,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,53.0,0.49,0.49,0.49,
2011-07-15,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,292.0,1.01,0.68,1.25,
2011-07-15,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,11.0,0.99,0.99,0.99,
2011-07-22,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,162.0,0.85,0.78,1.26,
2011-07-22,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,38.0,1.29,1.29,1.29,
2011-07-22,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,42.0,1.29,1.29,1.29,
2011-07-22,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,6.0,0.5,0.5,0.5,
2011-07-29,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,52.0,0.79,0.59,0.99,
2011-07-29,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,16.0,1.68,1.68,1.68,
2011-07-29,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,53.0,0.49,0.49,0.49,
2011-07-29,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,3 lb bag,32.0,3.99,3.99,3.99,
2011-07-29,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,8.0,1.99,1.99,1.99,
2011-08-05,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,16.0,1.68,1.68,1.68,
2011-08-12,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,18.0,1.99,1.99,1.99,
2011-08-12,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,11.0,1.88,1.88,1.88,
2011-08-26,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,19.0,2.99,2.99,2.99,
2011-08-26,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,29.0,1.49,1.49,1.49,
2011-08-26,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,118.0,2.99,2.99,2.99,
2011-08-26,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,328.0,1.46,0.99,1.5,2.0
2011-08-26,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,79.0,1.69,1.5,1.99,
2011-08-26,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,35.0,0.91,0.89,0.99,23.0
2011-09-02,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,166.0,1.43,0.99,1.49,86.0
2011-09-02,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,13.0,3.99,3.99,3.99,
2011-09-02,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,8.0,1.19,1.19,1.19,
2011-09-02,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,3 lb bag,13.0,3.99,3.99,3.99,
2011-09-09,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,722.0,1.31,0.88,1.79,
2011-09-09,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,21.0,2.06,1.79,2.49,
2011-09-09,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,280.0,1.49,0.99,1.5,
2011-09-09,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,21.0,2.06,1.79,2.49,
2011-09-16,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,386.0,1.2,0.79,1.69,
2011-09-16,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,37.0,1.97,1.79,2.49,
2011-09-16,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,8.0,1.49,1.49,1.49,
2011-09-16,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,Y,,per pound,11.0,1.88,1.88,1.88,
2011-09-16,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,691.0,1.39,0.88,1.69,21.0
2011-09-16,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,29.0,1.74,0.98,2.49,
2011-09-16,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,8.0,1.49,1.49,1.49,
2011-09-23,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,29.0,1.37,1.19,1.46,
2011-09-23,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,8.0,1.99,1.99,1.99,
2011-09-23,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,1305.0,1.16,0.5,1.5,
2011-09-23,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,70.0,2.97,2.97,2.97,
2011-09-23,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,111.0,1.59,1.5,2.49,
2011-09-23,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,16.0,1.49,1.49,1.49,
2011-09-23,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,711.0,1.25,0.79,1.49,
2011-09-23,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,8.0,2.49,2.49,2.49,
2011-09-23,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,90.0,2.99,2.99,2.99,
2011-09-23,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,35.0,1.1,0.99,1.49,
2011-09-30,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,8.0,1.99,1.99,1.99,
2011-09-30,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,177.0,1.42,0.99,1.49,
2011-09-30,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,180.0,1.99,1.99,1.99,7.0
2011-09-30,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,211.0,2.4,1.99,2.99,
2011-09-30,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,1182.0,1.16,0.49,1.49,
2011-09-30,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,110.0,1.19,0.88,1.99,
2011-09-30,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,58.0,1.17,0.99,1.29,
2011-09-30,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,Y,,per pound,19.0,1.8,1.69,1.88,
2011-09-30,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,4.0,2.99,2.99,2.99,
2011-09-30,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,399.0,1.17,0.77,1.49,
2011-09-30,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,24.0,1.67,1.49,1.88,
2011-09-30,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,374.0,2.24,1.99,2.99,
2011-09-30,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,13.0,2.49,2.49,2.49,
2011-09-30,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,4.0,2.99,2.99,2.99,
2011-09-30,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,487.0,1.02,0.77,1.29,
2011-10-07,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,309.0,0.92,0.77,1.49,
2011-10-07,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,40.0,1.6,1.5,1.99,
2011-10-07,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,10.0,3.0,3.0,3.0,
2011-10-07,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,709.0,0.96,0.57,1.29,
2011-10-07,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,51.0,3.99,3.99,3.99,
2011-10-07,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,3 lb bag,9.0,2.49,2.49,2.49,
2011-10-07,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,143.0,0.83,0.69,1.49,
2011-10-07,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,137.0,2.53,2.49,3.0,
